"time","x","y","der(x)","der(y)"
0,1,2,-4,1
0.002,0.9919960137262172,2.001991996574912,-4.003983993149824,0.9919960137262172
0.004,0.9839841098705105,2.003967972736159,-4.007935945472317,0.9839841098705105
0.006,0.9759643516381195,2.005927913003621,-4.011855826007243,0.9759643516381195
0.008,0.9679368796977414,2.007871783448827,-4.015743566897654,0.9679368796977414
0.01,0.9599016627805662,2.009799591617404,-4.019599183234807,0.9599016627805662
0.012,0.9518587572578648,2.01171132415248,-4.023422648304961,0.9518587572578648
0.014,0.9438083277934105,2.013606942037861,-4.027213884075722,0.9438083277934105
0.016,0.9357502786021288,2.015486467969303,-4.030972935938607,0.9357502786021288
0.018,0.9276847333895537,2.017349873142185,-4.03469974628437,0.9276847333895537
0.02,0.9196118580778238,2.019197118921819,-4.038394237843638,0.9196118580778238
0.022,0.9115315383349948,2.021028231930203,-4.042056463860407,0.9115315383349948
0.024,0.9034439525071981,2.022843171647334,-4.045686343294667,0.9034439525071981
0.026,0.8953491982177957,2.02464191589331,-4.04928383178662,0.8953491982177957
0.028,0.8872471811496134,2.02642448609687,-4.05284897219374,0.8872471811496134
0.03,0.8791380633619386,2.028190846858122,-4.056381693716244,0.8791380633619386
0.032,0.8710219332683983,2.029940978864177,-4.059881957728354,0.8710219332683983
0.034,0.8628988108668404,2.031674877746748,-4.063349755493497,0.8628988108668404
0.036,0.8547687553080203,2.033392530585068,-4.066785061170135,0.8547687553080203
0.038,0.8466318257426936,2.035093924458367,-4.070187848916734,0.8466318257426936
0.04,0.8384880814114273,2.036779046431072,-4.073558092862145,0.8384880814114273
0.042,0.8303376446453434,2.038447873165388,-4.076895746330776,0.8303376446453434
0.044,0.8221805453919402,2.04010039655551,-4.080200793111021,0.8221805453919402
0.046,0.8140168487129169,2.04173660270609,-4.083473205412179,0.8140168487129169
0.048,0.805846619669973,2.043356477721776,-4.086712955443552,0.805846619669973
0.05,0.797669923324808,2.044960007707219,-4.089920015414439,0.797669923324808
0.052,0.789486833819441,2.046547179210608,-4.093094358421217,0.789486833819441
0.054,0.7812974403858305,2.048117979517215,-4.09623595903443,0.7812974403858305
0.056,0.7731017936687744,2.049672394027481,-4.099344788054961,0.7731017936687744
0.058,0.7648999614197826,2.051210408977442,-4.102420817954885,0.7648999614197826
0.06,0.7566920113903645,2.052732010603137,-4.105464021206274,0.7566920113903645
0.062,0.7484780113320301,2.054237185140601,-4.108474370281202,0.7484780113320301
0.064,0.7402580275062062,2.055725926216929,-4.111451852433858,0.7402580275062062
0.066,0.732032127005635,2.05719822333575,-4.114396446671501,0.732032127005635
0.068,0.7238003782271702,2.058654059532093,-4.117308119064186,0.7238003782271702
0.07000000000000001,0.7155628487160243,2.060093422065262,-4.120186844130524,0.7155628487160243
0.07199999999999999,0.7073196060174093,2.061516298194563,-4.123032596389126,0.7073196060174093
0.074,0.6990707176765378,2.062922675179301,-4.125845350358603,0.6990707176765378
0.076,0.6908162258866068,2.064312564886354,-4.128625129772708,0.6908162258866068
0.078,0.6825562059557709,2.065685947040035,-4.131371894080071,0.6825562059557709
0.08,0.6742907264434922,2.067042807915187,-4.134085615830375,0.6742907264434922
0.082,0.6660198527066714,2.068383136895168,-4.136766273790335,0.6660198527066714
0.08400000000000001,0.6577436501022098,2.069706923363333,-4.139413846726667,0.6577436501022098
0.08599999999999999,0.6494621839870081,2.071014156703046,-4.142028313406091,0.6494621839870081
0.08799999999999999,0.6411755197179675,2.072304826297661,-4.144609652595322,0.6411755197179675
0.09,0.632883722651989,2.073578921530539,-4.147157843061079,0.632883722651989
0.092,0.6245868581459734,2.074836431785039,-4.149672863570078,0.6245868581459734
0.094,0.6162849915568218,2.076077346444519,-4.152154692889039,0.6162849915568218
0.096,0.6079781882414352,2.077301654892338,-4.154603309784675,0.6079781882414352
0.098,0.5996665298081828,2.078509347988638,-4.157018695977277,0.5996665298081828
0.1,0.5913500945122147,2.079700416288853,-4.159400832577705,0.5913500945122147
0.102,0.5830289304015829,2.080874847603472,-4.161749695206943,0.5830289304015829
0.104,0.5747031039139696,2.082032631414064,-4.164065262828129,0.5747031039139696
0.106,0.5663726814870562,2.083173757202202,-4.166347514404404,0.5663726814870562
0.108,0.5580377295585245,2.084298214449454,-4.168596428898908,0.5580377295585245
0.11,0.549698314566056,2.085405992637391,-4.170811985274781,0.549698314566056
0.112,0.5413545029473328,2.086497081247582,-4.172994162495163,0.5413545029473328
0.114,0.5330063611400362,2.087571469761598,-4.175142939523195,0.5330063611400362
0.116,0.5246539555818482,2.088629147661008,-4.177258295322017,0.5246539555818482
0.118,0.5162973535751495,2.089670112856413,-4.179340225712827,0.5162973535751495
0.12,0.5079366266501955,2.090694404471455,-4.18138880894291,0.5079366266501955
0.122,0.4995718371033259,2.091701971618174,-4.183403943236349,0.4995718371033259
0.124,0.4912030515259355,2.092692805276527,-4.185385610553054,0.4912030515259355
0.126,0.4828303365094191,2.093666896426471,-4.187333792852941,0.4828303365094191
0.128,0.4744537586451719,2.094624236047959,-4.189248472095918,0.4744537586451719
0.13,0.4660733845245885,2.095564815120949,-4.191129630241898,0.4660733845245885
0.132,0.4576892807390637,2.096488624625397,-4.192977249250794,0.4576892807390637
0.134,0.4493015138799927,2.097395655541258,-4.194791311082516,0.4493015138799927
0.136,0.4409101505387702,2.098285898848489,-4.196571797696978,0.4409101505387702
0.138,0.432515257306791,2.099159345527045,-4.198318691054091,0.432515257306791
0.14,0.4241169130611797,2.100016033904797,-4.200032067809595,0.4241169130611797
0.142,0.4157151777826869,2.100855929484972,-4.201711858969944,0.4157151777826869
0.144,0.4073101167296807,2.101679018110179,-4.203358036220357,0.4073101167296807
0.146,0.3989017968509861,2.102485292137872,-4.204970584275744,0.3989017968509861
0.148,0.3904902850954283,2.103274743925506,-4.206549487851012,0.3904902850954283
0.15,0.3820756484118321,2.104047365830535,-4.20809473166107,0.3820756484118321
0.152,0.3736579537490224,2.104803150210414,-4.209606300420828,0.3736579537490224
0.154,0.3652372680558245,2.105542089422596,-4.211084178845192,0.3652372680558245
0.156,0.356813658281063,2.106264175824534,-4.212528351649069,0.356813658281063
0.158,0.3483871913735632,2.106969401773685,-4.213938803547371,0.3483871913735632
0.16,0.339957941202083,2.107657790843439,-4.215315581686879,0.339957941202083
0.162,0.3315259755553582,2.108329339180104,-4.216658678360208,0.3315259755553582
0.164,0.3230913573298203,2.108984020860714,-4.217968041721429,0.3230913573298203
0.166,0.3146541537868124,2.1096218296525,-4.219243659305,0.3146541537868124
0.168,0.3062144321876779,2.110242759322692,-4.220485518645384,0.3062144321876779
0.17,0.2977722597937598,2.110846803638518,-4.221693607277037,0.2977722597937598
0.172,0.2893277038664017,2.111433956367209,-4.222867912734418,0.2893277038664017
0.174,0.2808808316669466,2.112004211275992,-4.224008422551985,0.2808808316669466
0.176,0.2724317104567379,2.1125575621321,-4.2251151242642,0.2724317104567379
0.178,0.2639804074971188,2.11309400270276,-4.226188005405521,0.2639804074971188
0.18,0.2555269928036123,2.113613541888359,-4.227227083776719,0.2555269928036123
0.182,0.247071539299108,2.114116204564144,-4.228232409128287,0.247071539299108
0.184,0.2386141087835243,2.114601954488916,-4.229203908977832,0.2386141087835243
0.186,0.230154768773363,2.115070786831904,-4.230141573663808,0.230154768773363
0.188,0.2216935867851257,2.115522696762334,-4.231045393524669,0.2216935867851257
0.19,0.2132306303353142,2.115957679449434,-4.231915358898869,0.2132306303353142
0.192,0.2047659669404302,2.11637573006243,-4.23275146012486,0.2047659669404302
0.194,0.1962996641169756,2.11677684377055,-4.233553687541099,0.1962996641169756
0.196,0.1878317893814518,2.11716101574302,-4.234322031486039,0.1878317893814518
0.198,0.1793624102503608,2.117528241149067,-4.235056482298134,0.1793624102503608
0.2,0.1708915942724331,2.117878515456206,-4.235757030912413,0.1708915942724331
0.202,0.1624194133540499,2.11821187446354,-4.23642374892708,0.1624194133540499
0.204,0.1539459321448273,2.11852828680626,-4.237056573612521,0.1539459321448273
0.206,0.1454712183941181,2.118827749808717,-4.237655499617435,0.1454712183941181
0.208,0.1369953398650248,2.11911026092251,-4.238220521845021,0.1369953398650248
0.21,0.1285183643343986,2.119375817726494,-4.238751635452989,0.1285183643343986
0.212,0.1200403595928398,2.119624417926774,-4.239248835853548,0.1200403595928398
0.214,0.1115613934446977,2.119856059356705,-4.23971211871341,0.1115613934446977
0.216,0.1030815337080705,2.120070739976897,-4.240141479953794,0.1030815337080705
0.218,0.09460084821480548,2.12026845787521,-4.240536915750419,0.09460084821480548
0.22,0.086119404810499,2.120449211266756,-4.240898422533512,0.086119404810499
0.222,0.07763727135449636,2.1206129984939,-4.2412259969878,0.07763727135449636
0.224,0.06915451571989184,2.120759818026258,-4.241519636052516,0.06915451571989184
0.226,0.06067120579352878,2.120889668460698,-4.241779336921397,0.06067120579352878
0.228,0.05218740947599952,2.121002548521341,-4.242005097042682,0.05218740947599952
0.23,0.04370319468164537,2.121098457059558,-4.242196914119116,0.04370319468164537
0.232,0.03521862933855673,2.121177393053973,-4.242354786107946,0.03521862933855673
0.234,0.0267337813885729,2.121239355610461,-4.242478711220921,0.0267337813885729
0.236,0.0182487187872824,2.12128434396215,-4.2425686879243,0.0182487187872824
0.238,0.009763509504022359,2.121312357469419,-4.242624714938839,0.009763509504022359
0.24,0.001278221521879273,2.121323395619901,-4.242646791239802,0.001278221521879273
0.242,-0.00720707816922755,2.12131746470043,-4.24263492940086,-0.00720707816922755
0.244,-0.01569232219246942,2.121294568652485,-4.242589137304971,-0.01569232219246942
0.246,-0.02417744141379798,2.121254699992345,-4.242509399984691,-0.02417744141379798
0.248,-0.03266236784564751,2.121197859051378,-4.242395718102756,-0.03266236784564751
0.25,-0.0411470334887175,2.121124046301551,-4.242248092603101,-0.0411470334887175
0.252,-0.04963137033197262,2.121033262355428,-4.242066524710856,-0.04963137033197262
0.254,-0.05811531035264279,2.120925507966176,-4.241851015932351,-0.05811531035264279
0.256,-0.06659878551622322,2.120800784027554,-4.241601568055108,-0.06659878551622322
0.258,-0.0750817277764743,2.120659091573925,-4.24131818314785,-0.0750817277764743
0.26,-0.0835640690754216,2.12050043178025,-4.241000863560499,-0.0835640690754216
0.262,-0.09204574134335602,2.120324805962084,-4.240649611924169,-0.09204574134335602
0.264,-0.1005266764988336,2.120132215575586,-4.240264431151171,-0.1005266764988336
0.266,-0.1090068064486756,2.119922662217508,-4.239845324435016,-0.1090068064486756
0.268,-0.1174860630879687,2.119696147625207,-4.239392295250413,-0.1174860630879687
0.27,-0.1259643783000645,2.119452673676631,-4.238905347353263,-0.1259643783000645
0.272,-0.13444168395658,2.119192242390333,-4.238384484780665,-0.13444168395658
0.274,-0.1429179119173974,2.11891485592546,-4.23782971185092,-0.1429179119173974
0.276,-0.1513929940306643,2.118620516581761,-4.237241033163523,-0.1513929940306643
0.278,-0.1598668621327932,2.118309226799581,-4.236618453599162,-0.1598668621327932
0.28,-0.168339448048462,2.117980989159864,-4.235961978319728,-0.168339448048462
0.282,-0.1768106835906136,2.117635806384152,-4.235271612768305,-0.1768106835906136
0.284,-0.1852805189065687,2.117273683740142,-4.234547367480284,-0.1852805189065687
0.286,-0.1937488738316837,2.116894622663142,-4.233789245326284,-0.1937488738316837
0.288,-0.2022156779427897,2.116498626007905,-4.232997252015809,-0.2022156779427897
0.29,-0.2106808633355803,2.116085697101595,-4.23217139420319,-0.2106808633355803
0.292,-0.2191443621047701,2.115655839413389,-4.231311678826778,-0.2191443621047701
0.294,-0.2276061063440946,2.115209056554468,-4.230418113108936,-0.2276061063440946
0.296,-0.2360660281463104,2.114745352278025,-4.22949070455605,-0.2360660281463104
0.298,-0.2445240596031945,2.114264730479261,-4.228529460958521,-0.2445240596031945
0.3,-0.2529801328055457,2.113767195195384,-4.227534390390769,-0.2529801328055457
0.302,-0.2614341798431828,2.113252750605615,-4.226505501211229,-0.2614341798431828
0.304,-0.2698861328049462,2.112721401031179,-4.225442802062357,-0.2698861328049462
0.306,-0.2783359237786969,2.112173150935311,-4.224346301870622,-0.2783359237786969
0.308,-0.2867834848513169,2.111608004923257,-4.223216009846514,-0.2867834848513169
0.31,-0.2952287481087093,2.11102596774227,-4.222051935484539,-0.2952287481087093
0.312,-0.3036716456357978,2.110427044281612,-4.220854088563224,-0.3036716456357978
0.314,-0.3121121095165272,2.109811239572553,-4.219622479145107,-0.3121121095165272
0.316,-0.3205500718338635,2.109178558788374,-4.218357117576748,-0.3205500718338635
0.318,-0.328985464669793,2.108529007244362,-4.217058014488725,-0.328985464669793
0.32,-0.3374182201053235,2.107862590397816,-4.215725180795632,-0.3374182201053235
0.322,-0.3458482702204834,2.10717931384804,-4.214358627696081,-0.3458482702204834
0.324,-0.3542755587357559,2.106479178449328,-4.212958356898655,-0.3542755587357559
0.326,-0.3627000378845732,2.105762181623871,-4.211524363247742,-0.3627000378845732
0.328,-0.3711216154074891,2.105028339613372,-4.210056679226744,-0.3711216154074891
0.33,-0.3795402239486293,2.104277658346722,-4.208555316693444,-0.3795402239486293
0.332,-0.387955796168535,2.10351014388752,-4.207020287775039,-0.387955796168535
0.334,-0.3963682647441634,2.102725802434069,-4.205451604868139,-0.3963682647441634
0.336,-0.4047775623688875,2.101924640319381,-4.203849280638762,-0.4047775623688875
0.338,-0.4131836217524957,2.101106664011173,-4.202213328022346,-0.4131836217524957
0.34,-0.4215863756211928,2.100271880111869,-4.200543760223738,-0.4215863756211928
0.342,-0.429985756717599,2.099420295358599,-4.198840590717198,-0.429985756717599
0.344,-0.4383816978007503,2.0985519166232,-4.197103833246399,-0.4383816978007503
0.346,-0.4467741316460989,2.097666750912214,-4.195333501824429,-0.4467741316460989
0.348,-0.4551629910455124,2.096764805366894,-4.193529610733789,-0.4551629910455124
0.35,-0.4635482088072744,2.095846087263193,-4.191692174526386,-0.4635482088072744
0.352,-0.4719297177560839,2.094910604011776,-4.189821208023552,-0.4719297177560839
0.354,-0.4803074507330564,2.093958363158011,-4.187916726316021,-0.4803074507330564
0.356,-0.4886813405957227,2.092989372381973,-4.185978744763945,-0.4886813405957227
0.358,-0.4970513202180294,2.092003639498445,-4.18400727899689,-0.4970513202180294
0.36,-0.5054173224903391,2.091001172456916,-4.182002344913831,-0.5054173224903391
0.362,-0.5137792803194302,2.08998197934158,-4.17996395868316,-0.5137792803194302
0.364,-0.5221371266284969,2.08894606837134,-4.177892136742679,-0.5221371266284969
0.366,-0.5304908032300544,2.087893443139638,-4.175786886279275,-0.5304908032300544
0.368,-0.5388402393661236,2.08682411412729,-4.173648228254581,-0.5388402393661236
0.37,-0.5471853651705724,2.085738091480166,-4.171476182960332,-0.5471853651705724
0.372,-0.555526113805622,2.084635383862983,-4.169270767725966,-0.555526113805622
0.374,-0.5638624184551496,2.08351600007236,-4.167032000144721,-0.5638624184551496
0.376,-0.5721942123246884,2.082379949036807,-4.164759898073614,-0.5721942123246884
0.378,-0.5805214286414272,2.08122723981673,-4.162454479633459,-0.5805214286414272
0.38,-0.5888440006542108,2.080057881604431,-4.160115763208862,-0.5888440006542108
0.382,-0.59716186163354,2.078871883724106,-4.157743767448213,-0.59716186163354
0.384,-0.6054749448715715,2.077669255631849,-4.155338511263698,-0.6054749448715715
0.386,-0.6137831836821172,2.076450006915646,-4.152900013831292,-0.6137831836821172
0.388,-0.6220865114006456,2.07521414729538,-4.15042829459076,-0.6220865114006456
0.39,-0.6303848613842807,2.07396168662283,-4.14792337324566,-0.6303848613842807
0.392,-0.6386781670118027,2.072692634881668,-4.145385269763335,-0.6386781670118027
0.394,-0.6469663616836471,2.071407002187463,-4.142814004374926,-0.6469663616836471
0.396,-0.6552493788219059,2.070104798787679,-4.140209597575358,-0.6552493788219059
0.398,-0.6635271518703262,2.068786035061674,-4.137572070123348,-0.6635271518703262
0.4,-0.6717996142943119,2.067450721520705,-4.13490144304141,-0.6717996142943119
0.402,-0.6800666995809219,2.066098868807918,-4.132197737615837,-0.6800666995809219
0.404,-0.6883283412388717,2.064730487698361,-4.129460975396722,-0.6883283412388717
0.406,-0.6965844762639661,2.063345588917442,-4.126691177834885,-0.6965844762639661
0.408,-0.7048350552021485,2.061944182613802,-4.123888365227604,-0.7048350552021485
0.41,-0.71307999532924,2.060526280811905,-4.12105256162381,-0.71307999532924
0.412,-0.7213192305594009,2.059091894797676,-4.118183789595353,-0.7213192305594009
0.414,-0.7295526948382527,2.057641035988423,-4.115282071976845,-0.7295526948382527
0.416,-0.7377803221428784,2.056173715932832,-4.112347431865665,-0.7377803221428784
0.418,-0.7460020464818223,2.054689946310975,-4.10937989262195,-0.7460020464818223
0.42,-0.7542178018950902,2.053189738934303,-4.106379477868606,-0.7542178018950902
0.422,-0.7624275224541492,2.051673105745648,-4.103346211491297,-0.7624275224541492
0.424,-0.7706311422619276,2.050140058819227,-4.100280117638454,-0.7706311422619276
0.426,-0.7788285954528149,2.048590610360636,-4.097181220721271,-0.7788285954528149
0.428,-0.7870198161926623,2.047024772706851,-4.094049545413702,-0.7870198161926623
0.43,-0.7952047386787822,2.045442558326234,-4.090885116652468,-0.7952047386787822
0.432,-0.8033832971399482,2.043843979818525,-4.087687959637051,-0.8033832971399482
0.434,-0.8115554258363951,2.042229049914848,-4.084458099829696,-0.8115554258363951
0.436,-0.8197210590598196,2.040597781477708,-4.081195562955417,-0.8197210590598196
0.438,-0.8278801311333794,2.03895018750099,-4.07790037500198,-0.8278801311333794
0.44,-0.8360325764116932,2.037286281109963,-4.074572562219926,-0.8360325764116932
0.442,-0.8441783292808416,2.035606075561276,-4.071212151122552,-0.8441783292808416
0.444,-0.8523173241583661,2.033909584242959,-4.067819168485919,-0.8523173241583661
0.446,-0.8604494954932701,2.032196820674427,-4.064393641348854,-0.8604494954932701
0.448,-0.8685747945149489,2.030467799924811,-4.060935599849622,-0.8685747945149489
0.45,-0.8766931552384156,2.028722535734207,-4.057445071468414,-0.8766931552384156
0.452,-0.8848045022920603,2.026961041176548,-4.053922082353096,-0.8848045022920603
0.454,-0.8929087708695675,2.025183330349179,-4.050366660698358,-0.8929087708695675
0.456,-0.9010058962287372,2.02338941748359,-4.04677883496718,-0.9010058962287372
0.458,-0.9090958136922299,2.021579316945481,-4.043158633890962,-0.9090958136922299
0.46,-0.917178458648315,2.019753043234826,-4.039506086469652,-0.917178458648315
0.462,-0.9252537665516163,2.017910610985937,-4.035821221971873,-0.9252537665516163
0.464,-0.9333216729238587,2.016052034967521,-4.032104069935041,-0.9333216729238587
0.466,-0.9413821133546157,2.014177330082753,-4.028354660165506,-0.9413821133546157
0.468,-0.9494350235020557,2.012286511369332,-4.024573022738664,-0.9494350235020557
0.47,-0.9574803390936881,2.010379593999546,-4.020759187999093,-0.9574803390936881
0.472,-0.9655179959271116,2.008456593280338,-4.016913186560675,-0.9655179959271116
0.474,-0.9735479298707589,2.006517524653362,-4.013035049306724,-0.9735479298707589
0.476,-0.981570076864645,2.004562403695058,-4.009124807390116,-0.981570076864645
0.478,-0.989584372921113,2.002591246116701,-4.005182492233401,-0.989584372921113
0.48,-0.9975907541255812,2.000604067764477,-4.001208135528954,-0.9975907541255812
0.482,-1.00558915663729,1.998600884619539,-3.997201769239077,-1.00558915663729
0.484,-1.013579516690047,1.996581712798071,-3.993163425596142,-1.013579516690047
0.486,-1.021561770592977,1.994546568551355,-3.98909313710271,-1.021561770592977
0.488,-1.029535854536231,1.9924954681979,-3.9849909363958,-1.029535854536231
0.49,-1.037501694966162,1.990428424771047,-3.980856849542094,-1.037501694966162
0.492,-1.045459236528083,1.988345457750876,-3.976690915501751,-1.045459236528083
0.494,-1.053408415629114,1.986246583856284,-3.972493167712568,-1.053408415629114
0.496,-1.061349168744113,1.984131819937643,-3.968263639875286,-1.061349168744113
0.498,-1.069281432416164,1.982001182976769,-3.964002365953537,-1.069281432416164
